hostname,mass_msun,age_gyr,feh,chi2,n_bands,dist_pc,st_met_in,age_flag,chi2_flag,reliable
NGTS-4,0.8091,0.0316,-0.2163,163.9513,10,277.29,-0.28,lower_boundary,high,False
TOI-2497,1.5727,2.0492,0.1429,0.4632,10,275.74,0.094,ok,ok,True
TOI-4734,1.1091,7.7858,0.1429,122.7172,10,585.4,0.288,ok,high,False
TOI-4201,0.6455,0.0728,0.3714,141.296,10,187.55,0.52,ok,high,False
TOI-286,0.7818,9.1996,-0.0857,1.6196,10,59.26,-0.05,ok,ok,True
TOI-3757,0.6182,0.0441,-0.1184,110.1619,10,177.42,0.0,ok,high,False
WASP-49,0.8909,9.1996,-0.0857,41.1393,10,193.74,-0.23,ok,high,False
LHS 1815,0.4818,0.0728,-0.1837,1.5474,6,29.79,-0.12,ok,ok,True
TOI-5153,1.0818,7.1626,0.0776,105.2054,10,385.14,0.12,ok,high,False
TOI-220,0.8364,0.0316,-0.2163,3.7092,10,90.87,-0.217,lower_boundary,ok,False
NGTS-10,0.6727,0.0316,-0.151,176.9361,10,258.39,-0.02,lower_boundary,high,False
TOI-1338 A,1.0,9.1996,-0.0204,64.6626,10,399.22,0.01,ok,high,False
KELT-2 A,1.2182,4.7197,0.0122,0.7896,10,133.92,0.0,ok,ok,True
TOI-712,0.7273,0.8898,-0.0204,1.0401,10,58.65,-0.02,ok,ok,True
HD 42813,0.9727,0.0344,0.2735,0.5647,10,67.91,0.24,ok,ok,True
TOI-2803 A,0.9455,10.0,-0.151,135.8421,10,488.69,-0.105,upper_boundary,high,False
TIC 434398831,0.8909,10.0,0.0449,82.4306,10,213.25,-0.081,upper_boundary,high,False
TOI-470,0.8909,2.0492,0.2082,0.9917,10,129.74,0.1,ok,ok,True
HATS-4,1.0,0.0316,0.502,206.659,10,412.3,0.43,lower_boundary,high,False
TOI-880,0.8091,9.1996,0.1755,2.0472,10,60.48,0.23,ok,ok,True
K2-26,0.4818,0.0567,-0.249,36.4955,10,99.31,-0.13,ok,high,False
TOI-1710,0.9727,3.9944,0.0449,0.5803,10,80.99,0.147,ok,ok,True
WASP-63,1.0818,8.4632,0.1755,1.2231,10,287.58,0.08,ok,ok,True
TOI-5110,1.3273,3.6747,0.0449,1.4257,10,384.07,0.065,ok,ok,True
NGTS-3 A,0.9727,0.0316,0.2408,362.1305,10,726.64,0.12,lower_boundary,high,False
XO-6,1.1909,2.632,-0.2163,11.1637,10,230.52,-0.07,ok,high,False
CoRoT-31,1.0273,10.0,0.0776,841.0327,10,1811.47,0.0,upper_boundary,high,False
TIC 241249530,1.0,10.0,0.0776,37.0899,10,333.02,0.09,upper_boundary,high,False
TOI-2498,1.0545,7.7858,0.2408,14.2893,10,274.3,0.167,ok,high,False
TOI-512,0.8636,0.0316,-0.1184,1.1596,10,67.14,-0.11,lower_boundary,ok,False
WASP-168,0.9727,9.1996,0.0776,90.9207,10,297.28,-0.01,ok,high,False
CoRoT-19,1.0273,10.0,0.0776,341.6623,10,812.2,-0.02,upper_boundary,high,False
TOI-700,0.4273,9.1996,-0.1184,2.0641,10,31.13,-0.07,ok,ok,True
WASP-12,1.1091,7.7858,0.1755,95.8834,10,405.85,0.12,ok,high,False
CoRoT-20,0.9727,10.0,0.2735,672.9186,10,861.68,0.14,upper_boundary,high,False
TOI-1694,0.8091,10.0,0.1429,10.3692,10,123.69,0.131,upper_boundary,high,False
CoRoT-18,0.9455,0.0316,0.0449,713.4248,10,759.7,-0.1,lower_boundary,high,False
WASP-101,1.2182,2.2275,0.0776,0.3039,10,199.02,0.2,ok,ok,True
GJ 238,0.4545,0.4565,0.0449,0.8707,6,15.21,0.15,ok,ok,True
TOI-628,1.0818,7.1626,0.1102,7.6041,10,184.77,0.258,ok,ok,True
HD 260655,0.4545,0.1201,-0.3469,0.4408,6,9.99,-0.43,ok,ok,True
TOI-640,1.4091,3.11,0.1102,15.0685,10,337.91,0.072,ok,high,False
HAT-P-54,0.6455,0.0441,-0.249,60.313,10,142.75,-0.127,ok,high,False
CoRoT-32,0.9182,10.0,0.1429,626.4911,10,553.87,0.0,upper_boundary,high,False
HATS-40,1.3545,3.3805,-0.0531,476.7177,10,1353.27,0.01,ok,high,False
CoRoT-12,0.9727,10.0,0.3061,941.4641,10,1096.19,0.16,upper_boundary,high,False
TOI-2184,1.5727,2.632,0.2735,55.3231,10,757.67,0.14,ok,high,False
HAT-P-56,1.1364,5.1303,-0.0531,58.443,10,311.45,0.0,ok,high,False
CoRoT-7,0.8909,0.0374,0.1755,97.3326,10,158.7,0.05,ok,high,False
CoRoT-21,1.0273,10.0,0.0776,880.265,10,1693.73,0.0,upper_boundary,high,False
WASP-64,0.9182,9.1996,0.0122,2.3092,10,358.55,-0.08,ok,ok,True
WASP-23,0.8364,0.0344,-0.0204,44.8983,10,205.28,-0.05,ok,high,False
CoRoT-5,0.9455,10.0,-0.1184,524.0652,10,834.75,-0.25,upper_boundary,high,False
HATS-66,1.1364,6.0619,-0.0857,514.5437,10,1465.22,-0.017,ok,high,False
CoRoT-24,0.8636,0.0316,0.3061,490.3405,10,594.99,0.3,lower_boundary,high,False
HATS-45,1.0,10.0,0.0449,346.7496,10,773.16,0.02,upper_boundary,high,False
CoRoT-1,0.9455,10.0,-0.151,320.0697,10,743.85,-0.3,upper_boundary,high,False
CoRoT-4,1.0,9.1996,0.1755,392.0584,10,712.18,0.05,ok,high,False
CoRoT-13,1.0,10.0,0.1429,730.6161,10,1201.21,0.01,upper_boundary,high,False
TOI-530,0.5636,0.327,0.2408,2.4948,10,146.68,0.376,ok,ok,True
CoRoT-14,1.0273,10.0,0.0776,802.7268,10,1825.93,0.05,upper_boundary,high,False
HATS-41,1.2182,5.1303,0.3388,196.5858,10,703.3,0.47,ok,high,False
TOI-1716,1.0,7.7858,0.0122,0.4605,10,103.56,0.096,ok,ok,True
TOI-4127,1.0545,7.1626,0.0776,53.6866,10,320.23,0.14,ok,high,False
TOI-500,0.7273,0.0616,0.1755,0.7816,10,47.38,0.12,ok,ok,True
TOI-5082,0.9182,6.0619,-0.0531,1.0506,10,42.96,0.09,ok,ok,True
TOI-5592,1.0545,8.4632,0.1102,172.0097,10,578.87,-0.013,ok,high,False
TOI-2589,0.9455,10.0,0.2082,20.2971,10,198.61,0.12,upper_boundary,high,False
WASP-121,1.3545,1.5955,0.2408,0.2104,10,262.4,0.17,ok,ok,True
NGTS-33,1.2455,3.6747,-0.0204,58.8834,10,435.67,-0.11,ok,high,False
HD 56414,1.7636,0.5863,0.1429,0.2924,10,267.16,0.0,ok,ok,True
TOI-1221,0.9182,8.4632,0.0449,0.373,10,136.95,0.06,ok,ok,True
TOI-2842,1.0273,10.0,0.3714,156.9848,10,450.24,0.233,upper_boundary,high,False
KELT-14,1.0273,10.0,0.2082,9.6045,10,245.87,0.32,upper_boundary,ok,False
HATS-42,1.0273,10.0,0.3061,289.9591,10,786.59,0.22,upper_boundary,high,False
HAT-P-24,0.9727,9.1996,-0.2163,103.5219,10,405.08,-0.16,ok,high,False
HATS-70,1.6,1.5955,-0.0531,360.1548,10,1273.29,0.041,ok,high,False
TOI-4791,1.0818,7.7858,0.2408,20.3756,10,315.85,0.207,ok,high,False
TOI-2886,1.0545,8.4632,0.3714,105.7524,10,412.18,0.284,ok,high,False
HAT-P-9,1.0545,8.4632,0.2082,171.2794,10,455.78,0.12,ok,high,False
TOI-2876,0.9455,0.0344,0.4694,97.0373,10,221.28,0.353,ok,high,False
TOI-4214,1.0273,10.0,0.1755,43.1251,10,334.52,0.294,upper_boundary,high,False
XO-4,1.0818,6.0619,-0.151,13.6556,10,262.64,-0.04,ok,high,False
TOI-4794,1.0,10.0,-0.0204,186.8854,10,548.84,-0.102,upper_boundary,high,False
TOI-481,1.1364,7.1626,0.3388,0.4879,10,177.41,0.26,ok,ok,True
KELT-19 A,1.4091,1.8852,-0.2163,43.6755,10,291.95,-0.12,ok,high,False
HAT-P-20,0.7545,7.1626,0.4367,0.9836,10,71.22,0.35,ok,ok,True
TOI-4562,1.0,9.1996,0.1755,110.4278,10,344.43,0.08,ok,high,False
HATS-39,1.1636,6.0619,0.1102,200.062,10,779.75,0.0,ok,high,False
TOI-150,1.0818,8.4632,0.2735,28.916,10,332.38,0.28,ok,high,False
HAT-P-33,1.3545,2.861,0.1755,38.8515,10,391.89,0.05,ok,high,False
HAT-P-39,1.2455,4.7197,0.1755,142.7711,10,693.43,0.19,ok,high,False
TOI-715,0.1545,0.1017,-0.3143,47.3908,10,42.46,-0.25,ok,high,False
TOI-1011,0.9182,6.5893,0.1429,1.5103,10,52.35,0.03,ok,ok,True
HATS-55,1.0,9.1996,0.2408,224.1417,10,599.17,0.108,ok,high,False
TOI-4504,0.9455,0.0316,0.3061,78.4808,10,336.72,0.16,lower_boundary,high,False
TOI-4773,1.1909,4.7197,0.0449,104.1766,10,501.5,0.11,ok,high,False
TOI-969,0.7273,7.1626,0.2082,2.4539,10,77.71,0.175,ok,ok,True
TOI-2587 A,1.0818,8.4632,0.1429,73.1143,10,370.03,0.13,ok,high,False
TOI-1937 A,0.9727,9.1996,0.3388,133.7406,10,410.32,0.196,ok,high,False
XO-5,0.9455,10.0,0.1755,129.5586,10,271.19,0.05,upper_boundary,high,False
TOI-1723,0.9727,9.1996,0.2082,13.2792,10,100.39,0.159,ok,high,False
TOI-2322,0.6727,9.1996,-0.1184,0.7192,10,59.86,-0.12,ok,ok,True
XO-2 N,1.0,0.0344,0.4367,0.5226,10,149.38,0.43,ok,ok,True
KELT-15,1.1364,6.0619,0.1755,9.2472,10,314.69,0.05,ok,ok,True
HD 63433,1.0,0.1677,0.0449,0.8406,10,22.36,-0.07,ok,ok,True
HD 63935,0.9182,7.1626,0.0449,0.5426,10,48.77,0.107,ok,ok,True
HAT-P-50,1.0818,7.1626,-0.0857,150.6826,10,477.78,-0.18,ok,high,False
HAT-P-68,0.6727,0.0441,-0.1837,119.3196,10,200.92,-0.059,ok,high,False
TOI-283,0.8364,3.9944,-0.0857,0.9668,10,82.44,-0.09,ok,ok,True
TOI-2529,1.0273,10.0,0.1102,7.9462,10,296.92,0.1,upper_boundary,ok,False
TOI-2818,0.9727,9.1996,0.0776,4.4502,10,309.48,-0.02,ok,ok,True
GJ 3470,0.5091,0.142,0.0776,1.4729,10,29.38,0.2,ok,ok,True
GJ 3473,0.3727,9.1996,0.0122,2.11,6,27.3,0.11,ok,ok,True
TOI-1728,0.6455,2.0492,0.1429,0.7489,10,60.82,0.25,ok,ok,True
TOI-3819,1.0545,9.1996,0.1755,137.4856,10,545.75,0.273,ok,high,False
K2-373,1.0545,7.7858,0.0122,20.0788,10,226.34,0.049,ok,high,False
HAT-P-35,1.0545,9.1996,0.1755,223.4072,10,518.4,0.11,ok,high,False
TOI-521,0.3727,0.0728,-0.2163,6.048,10,60.84,-0.12,ok,ok,True
K2-108,1.0818,9.1996,0.4041,84.7109,10,465.76,0.36,ok,high,False
WASP-180 A,1.1909,1.4678,0.1102,1.4069,10,249.65,0.1,ok,ok,True
HAT-P-30,1.1636,4.7197,0.2082,15.866,10,207.18,0.13,ok,high,False
TIC 139270665,1.1636,3.9944,0.2082,0.4216,10,185.34,0.156,ok,ok,True
K2-338,0.6727,5.5767,-0.0857,75.9618,10,157.91,-0.23,ok,high,False
L 98-59,0.2091,0.0616,-0.5102,0.4162,6,10.61,-0.46,ok,ok,True
TOI-519,0.3455,0.1017,0.1429,210.3629,10,114.6,0.27,ok,high,False
K2-355,0.9182,0.0316,-0.0204,333.2273,10,487.99,-0.12,lower_boundary,high,False
K2-183,0.9727,0.0316,0.2082,226.4303,10,318.36,0.09,lower_boundary,high,False
K2-271,0.8636,9.1996,-0.151,485.5325,10,529.93,-0.3,ok,high,False
TOI-622,1.2455,2.4214,0.0449,0.5817,10,122.55,0.09,ok,ok,True
K2-105,0.8909,10.0,0.2408,61.9909,10,197.89,0.22,upper_boundary,high,False
TOI-6420,1.0545,9.1996,0.3714,198.0759,10,600.2,0.24,ok,high,False
KELT-17,1.5727,0.8898,0.0122,0.3255,10,225.96,-0.018,ok,ok,True
K2-276,0.8636,0.0316,0.1429,401.8302,10,470.77,0.07,lower_boundary,high,False
K2-346,0.6727,0.0522,-0.2816,6.5352,10,105.22,-0.18,ok,ok,True
WASP-161,1.1909,4.7197,0.0122,38.0137,10,352.91,0.16,ok,high,False
K2-347,0.6455,0.0316,-0.3469,472.1128,10,315.68,-0.26,lower_boundary,high,False
TOI-1478,0.9727,6.5893,0.1755,0.4334,10,151.79,0.078,ok,ok,True
K2-180,0.7273,0.0316,-0.5429,79.68,10,202.54,-0.578,lower_boundary,high,False
K2-122,0.6182,9.1996,0.2082,6.7347,10,72.25,0.32,ok,ok,True
K2-98,1.0,9.1996,-0.151,216.804,10,513.5,-0.044,ok,high,False
K2-115,0.8636,5.1303,-0.2163,5.1335,10,400.7,-0.198,ok,ok,True
HIP 41378,1.1364,3.6747,-0.0531,0.6017,10,105.6,-0.1,ok,ok,True
K2-330,1.1909,3.6747,0.0122,0.2974,10,157.97,-0.03,ok,ok,True
K2-121,0.7273,0.0567,0.1755,151.4031,10,168.55,0.04,ok,high,False
WASP-169,1.2727,3.9944,-0.0531,94.3993,10,606.31,0.06,ok,high,False
K2-181,0.9455,10.0,0.2735,231.7436,10,356.58,0.18,upper_boundary,high,False
K2-34,1.0273,9.1996,0.0776,105.4977,10,342.32,0.01,ok,high,False
K2-337,0.9455,10.0,-0.151,181.1888,10,423.35,-0.27,upper_boundary,high,False
K2-97,1.1636,7.1626,0.2408,130.1545,10,805.99,0.328,ok,high,False
K2-114,0.9182,0.0316,0.4367,405.9683,10,469.66,0.42,lower_boundary,high,False
K2-340,0.9455,9.1996,0.2082,530.8372,10,701.8,0.08,ok,high,False
K2-371,0.8091,0.0316,-0.0204,434.3805,10,438.73,-0.107,lower_boundary,high,False
K2-356,0.8909,0.0316,0.0122,260.0764,10,354.46,-0.11,lower_boundary,high,False
TIC 172900988 Aa,1.3818,3.3805,0.3714,0.3143,10,244.36,0.34,ok,ok,True
HAT-P-43,0.9727,10.0,0.3388,281.9988,10,516.47,0.2,upper_boundary,high,False
K2-354,0.3727,0.0616,-0.1837,105.0779,10,90.5,-0.04,ok,high,False
K2-184,0.7545,10.0,-0.249,0.835,10,75.48,-0.1,upper_boundary,ok,False
K2-274,0.7545,0.0316,-0.2816,224.6789,10,226.92,-0.16,lower_boundary,high,False
K2-95,0.2909,0.0316,-0.0204,654.1026,10,178.3,0.1,lower_boundary,high,False
K2-335,1.0273,10.0,0.2082,362.9335,10,523.95,0.1,upper_boundary,high,False
TOI-6695,1.2455,4.3419,0.2408,15.4342,10,281.15,0.2,ok,high,False
K2-100,1.0273,8.4632,0.2082,70.4289,10,181.74,0.22,ok,high,False
K2-104,0.4545,0.0374,0.0449,370.1405,10,185.06,0.18,ok,high,False
K2-263,0.8909,0.0316,-0.0204,71.1255,10,162.02,-0.08,lower_boundary,high,False
HD 73583,0.7253,0.889,-0.0027,0.4363,10,31.56,0.0,ok,ok,True
HD 73344,1.1909,1.3503,0.2082,1.2003,10,35.2,0.143,ok,ok,True
K2-273,0.9182,0.0316,0.3061,274.8775,10,303.14,0.2,lower_boundary,high,False
K2-188,0.9727,10.0,0.1102,176.7114,10,433.35,-0.01,upper_boundary,high,False
HAT-P-13,1.1636,6.5893,0.3388,0.7446,10,243.76,0.46,ok,ok,True
K2-146,0.2636,0.067,-0.151,158.2935,10,80.2,-0.02,ok,high,False
K2-102,0.7818,0.0441,0.2408,124.4282,10,184.65,0.14,ok,high,False
K2-339,0.7273,0.0316,-0.249,338.3281,10,360.02,-0.11,lower_boundary,high,False
K2-269,1.0273,8.4632,-0.0531,120.0427,10,362.57,-0.08,ok,high,False
K2-182,0.8636,2.4214,0.1429,13.3686,10,153.57,0.022,ok,high,False
K2-185,0.8909,10.0,0.0449,172.4118,10,268.9,-0.1,upper_boundary,high,False
TOI-564,0.9727,9.1996,0.2735,51.6735,10,197.79,0.143,ok,high,False
K2-101,0.7818,0.0374,0.0449,129.7117,10,184.56,0.07,ok,high,False
EPIC 211822797,0.6182,0.0567,0.0776,221.99,10,185.03,0.2,ok,high,False
K2-341,0.9455,10.0,0.0449,236.1938,10,414.43,-0.05,upper_boundary,high,False
K2-375,1.0,10.0,-0.0204,261.0364,10,680.54,-0.091,upper_boundary,high,False
HAT-P-69,1.5727,1.3503,-0.1184,32.7296,10,332.05,-0.069,ok,high,False
K2-372,0.9182,0.0316,0.0122,273.9945,10,454.16,-0.064,lower_boundary,high,False
K2-348,0.8636,4.7197,0.2735,1.4295,10,200.31,0.13,ok,ok,True
TOI-3785,0.4818,0.0728,-0.0204,23.8122,10,79.44,0.099,ok,high,False
WASP-84,0.8909,2.0492,0.1102,1.0516,10,100.03,0.0,ok,ok,True
K2-270,0.8364,0.0406,0.3714,203.3601,10,277.83,0.26,ok,high,False
K2-264,0.3455,0.0316,-0.151,388.7351,10,178.15,-0.013,lower_boundary,high,False
WASP-36,0.8909,9.1996,-0.1184,177.7845,10,373.85,-0.26,ok,high,False
K2-357,0.9727,0.0316,0.1102,288.8246,10,506.39,-0.02,lower_boundary,high,False
K2-119,0.7273,0.0316,-0.1837,345.1851,10,358.4,-0.05,lower_boundary,high,False
K2-118,0.8364,0.0374,0.2735,269.8425,10,320.07,0.129,ok,high,False
K2-275,0.7273,0.0406,-0.1837,79.1318,10,123.41,-0.06,ok,high,False
K2-187,0.9182,0.0316,0.0776,251.7888,10,322.39,0.0,lower_boundary,high,False
K2-272,0.8636,0.0344,0.0122,378.2142,10,414.61,-0.09,ok,high,False
K2-345,0.5636,0.0728,0.1102,172.5715,10,160.37,0.26,ok,high,False
K2-376,0.9455,9.1996,-0.0857,20.3386,10,160.24,-0.176,ok,high,False
K2-331,0.9455,9.1996,0.1102,22.4968,10,206.75,0.08,ok,high,False
K2-342,0.9455,10.0,0.0449,56.3427,10,210.39,-0.06,upper_boundary,high,False
55 Cnc,0.8909,10.0,0.2408,0.3519,6,12.58,0.35,upper_boundary,ok,False
WASP-65,0.9455,10.0,0.0776,120.6818,10,272.07,-0.07,upper_boundary,high,False
TOI-615,1.3273,2.4214,-0.151,6.0135,10,352.54,-0.1,ok,ok,True
K2-124,0.3455,0.0567,-0.1184,194.5641,10,136.38,0.023,ok,high,False
K2-268,0.8091,0.0344,-0.0204,239.9064,10,321.1,0.03,ok,high,False
K2-358,0.9182,0.0316,0.0449,370.7815,10,466.8,-0.07,lower_boundary,high,False
K2-336,0.8091,0.0344,-0.1837,95.8703,10,236.38,-0.17,ok,high,False
K2-117,0.5091,0.0792,-0.1184,43.9407,10,101.78,-0.05,ok,high,False
K2-343,0.4,0.0344,-0.249,260.591,10,165.88,-0.1,ok,high,False
K2-123,0.5909,0.0522,-0.1184,148.3446,10,160.83,0.03,ok,high,False
G 9-40,0.3182,0.2767,-0.1837,0.9126,6,27.82,-0.07,ok,ok,True
TOI-2669,1.2455,5.1303,0.1102,4.3071,10,392.21,0.1,ok,ok,True
TOI-2368,0.8909,0.0344,0.1755,38.3991,10,209.88,0.1,ok,high,False
K2-419 A,0.4818,0.0316,-0.1837,398.1189,10,261.22,-0.11,lower_boundary,high,False
K2-186,0.9727,10.0,0.2082,217.6241,10,339.67,0.06,upper_boundary,high,False
HAT-P-42,1.0273,10.0,0.2408,61.5598,10,407.5,0.27,upper_boundary,high,False
WASP-170,1.0,0.0316,0.3061,129.8875,10,301.6,0.22,lower_boundary,high,False
TOI-2545,1.0,5.5767,-0.151,0.6722,10,105.03,-0.2729,ok,ok,True
K2-332,0.2091,0.0616,-0.0531,330.247,10,124.16,0.09,ok,high,False
K2-344,0.4545,0.0344,-0.8041,33.7399,10,75.4,-0.95,ok,high,False
TOI-5573,0.6182,0.0728,0.2735,172.9603,10,185.84,0.42,ok,high,False
K2-334,1.2455,3.6747,0.2082,54.8639,10,374.25,0.17,ok,high,False
EPIC 211945201,1.1091,5.1303,0.0449,0.3217,10,179.63,0.1,ok,ok,True
HD 77946,1.1636,3.9944,0.2408,0.5483,10,98.96,0.215,ok,ok,True
K2-333,1.0,9.1996,0.1755,134.9425,10,346.37,0.07,ok,high,False
K2-415,0.1818,1.5955,-0.2163,2.5091,6,21.78,-0.13,ok,ok,True
K2-374,0.8636,10.0,-0.151,339.528,10,360.44,-0.292,upper_boundary,high,False
TOI-3807,1.0273,10.0,0.2082,123.4225,10,418.92,0.278,upper_boundary,high,False
HATS-52,0.8636,10.0,-0.151,370.8001,10,549.45,-0.2843,upper_boundary,high,False
WASP-13,1.0818,7.7858,0.1102,25.4342,10,229.27,0.0,ok,high,False
HD 80653,1.1636,2.632,0.4041,0.3334,10,107.56,0.255,ok,ok,True
GJ 341,0.5364,0.2342,-0.0857,0.6214,6,10.45,-0.16,ok,ok,True
K2-352,1.0,1.3503,0.0449,0.276,10,176.87,-0.05,ok,ok,True
WASP-142,1.1091,7.7858,0.1755,190.7812,10,694.38,0.26,ok,high,False
HD 80606,0.9727,7.7858,0.2408,1.156,10,65.9,0.35,ok,ok,True
NGTS-9,1.0545,9.1996,0.2408,186.579,10,593.23,0.31,ok,high,False
TOI-620,0.5636,7.1626,0.2082,0.5072,6,33.0,0.35,ok,ok,True
TOI-1789,1.4636,2.861,0.4694,0.6389,10,221.73,0.373,ok,ok,True
TOI-2977,0.9455,10.0,0.1102,126.1165,10,337.94,0.013,upper_boundary,high,False
GJ 357,0.3727,0.3008,-0.1837,0.9852,6,9.43,-0.12,ok,ok,True
TOI-677,1.0273,7.1626,-0.0531,0.6642,10,141.66,0.0,ok,ok,True
HATS-64,1.4636,3.3805,0.3388,267.0752,10,1052.53,0.22,ok,high,False
TOI-3364,1.0545,9.1996,0.4694,29.2559,10,272.44,0.387,ok,high,False
TOI-1898,1.1364,4.7197,-0.1837,0.2901,10,79.9,-0.095,ok,ok,True
WASP-166,1.1636,2.861,0.2082,0.4811,10,113.88,0.19,ok,ok,True
HATS-26,1.1636,6.0619,0.1102,21.6728,10,821.77,-0.02,ok,high,False
TOI-3856,0.9727,10.0,0.6,121.1607,10,309.48,0.454,upper_boundary,high,False
GJ 367,0.4545,0.1105,-0.0857,0.767,6,9.42,-0.01,ok,ok,True
TOI-2000,1.0273,6.0619,0.5673,1.1366,10,173.18,0.439,ok,ok,True
TOI-1994,1.6818,1.3503,0.0449,34.6744,10,499.76,-0.01,ok,high,False
MASCARA-4,1.6273,1.1428,-0.1184,1.5575,10,168.09,0.0,ok,ok,True
TOI-561,0.8091,0.0316,-0.3469,1.0753,10,84.25,-0.41,lower_boundary,ok,False
Wolf 327,0.4273,0.1677,-0.0204,1.0984,10,28.56,-0.17,ok,ok,True
WASP-19,0.9182,10.0,0.1755,48.5237,10,265.14,0.04,upper_boundary,high,False
KELT-3,1.2455,3.6747,-0.0531,2.1339,10,207.64,0.05,ok,ok,True
HD 86226,0.9455,7.1626,-0.1184,1.675,10,45.55,0.018,ok,ok,True
HATS-77,0.7,0.0374,0.1102,407.1198,10,426.86,0.253,ok,high,False
TOI-6478,0.1545,0.0935,-0.5429,1.4203,10,38.51,-0.53,ok,ok,True
TOI-2969,0.7818,0.0316,0.0449,54.7537,10,162.34,0.08,lower_boundary,high,False
TOI-1775,0.8909,5.5767,0.3061,45.3667,10,148.74,0.162,ok,high,False
HAT-P-66,1.1909,5.5767,0.0776,253.2592,10,903.82,0.035,ok,high,False
TOI-2096,0.2364,0.3008,-0.151,24.159,10,48.35,-0.03,ok,high,False
TOI-5126,1.1364,4.3419,0.2082,5.9707,10,159.78,0.18,ok,ok,True
TOI-1235,0.6455,0.1982,0.2082,0.8422,10,39.57,0.33,ok,ok,True
TOI-3837,0.9455,10.0,-0.1184,128.616,10,319.84,-0.26,upper_boundary,high,False
BD-14 3065 A,1.4091,2.632,-0.2816,1.3881,10,558.97,-0.34,ok,ok,True
GJ 1132,0.2091,2.632,-0.2163,2.1834,6,12.61,-0.17,ok,ok,True
HD 88986,1.0,9.1996,-0.0857,1.6094,10,33.3,0.06,ok,ok,True
HATS-38,0.9182,10.0,-0.0204,182.7512,10,336.89,-0.102,upper_boundary,high,False
K2-400,0.3182,0.067,-0.1837,47.0541,10,62.55,-0.051,ok,high,False
LTT 3780.00,0.3727,0.1201,0.0122,1.4063,6,22.02,0.06,ok,ok,True
HD 89345,1.1364,7.1626,0.3714,1.027,10,130.8,0.421,ok,ok,True
WASP-43,0.6455,0.0522,-0.1837,6.5767,10,87.0,-0.05,ok,ok,True
K2-401,0.6727,0.0344,-0.2163,275.51,10,199.82,-0.098,ok,high,False
TOI-1107,1.2182,4.3419,0.0122,1.6804,10,286.65,-0.1,ok,ok,True
HAT-P-22,0.9455,9.1996,0.3714,10.9882,10,81.3,0.24,ok,high,False
TOI-815,0.7818,6.5893,0.0122,0.551,10,59.37,-0.09,ok,ok,True
TOI-3362,1.3818,2.4214,0.1102,0.2983,10,356.95,0.017,ok,ok,True
K2-321,0.5909,9.1996,0.2082,2.973,10,76.83,0.148,ok,ok,True
TOI-1231,0.4818,7.7858,-0.0531,1.3132,6,27.47,0.041,ok,ok,True
TOI-1772,0.9727,3.9944,0.0776,0.3176,10,97.09,0.1282,ok,ok,True
TOI-837,0.9455,7.7858,-0.0204,4.5741,10,142.44,0.01,ok,ok,True
KELT-4 A,1.0818,6.5893,-0.151,1.526,10,216.61,-0.116,ok,ok,True
TOI-1260,0.6733,2.6313,-0.0159,0.5065,10,73.26,-0.1,ok,ok,True
Qatar-8,1.0,9.1996,0.1102,30.7864,10,274.03,0.025,ok,high,False
K2-266,0.6727,0.0616,-0.0857,4.1212,10,77.54,-0.12,ok,ok,True
WASP-66,1.0818,6.5893,-0.1837,128.2437,10,492.25,-0.31,ok,high,False
TOI-669,0.9455,6.5893,0.1102,0.7989,10,141.81,0.001,ok,ok,True
HD 307842,0.8909,0.0344,-0.0531,1.6034,10,64.54,-0.13,ok,ok,True
EPIC 248847494,1.1364,6.0619,-0.1184,123.7901,10,568.84,-0.23,ok,high,False
TOI-733,0.9182,6.0619,-0.0531,0.5451,10,75.18,-0.04,ok,ok,True
OGLE-TR-211,1.0273,10.0,0.1102,4.3513,6,1761.51,0.11,upper_boundary,ok,False
TOI-663,0.5091,0.142,-0.0531,0.7571,10,63.89,0.07,ok,ok,True
K2-404,0.5364,0.0792,-0.1184,95.7091,10,120.98,0.005,ok,high,False
WASP-127,0.9455,10.0,-0.151,2.3592,10,159.82,-0.193,upper_boundary,ok,False
K2-239,0.2636,0.4962,-0.249,14.5444,10,31.07,-0.1,ok,high,False
WASP-104,0.9727,0.0344,0.4367,33.0377,10,184.92,0.32,ok,high,False
WASP-197,1.2727,4.3419,0.1102,40.1501,10,466.56,0.0,ok,high,False
Qatar-9,0.7273,0.0441,0.1102,115.1267,10,212.91,0.252,ok,high,False
TOI-2524,0.9727,10.0,0.1755,161.3227,10,431.28,0.06,upper_boundary,high,False
K2-402,0.9182,9.1996,-0.249,265.2628,10,481.25,-0.378,ok,high,False
KELT-11,1.3818,3.3805,0.0776,4.2223,10,99.63,0.17,ok,ok,True
K2-398,0.9455,10.0,-0.151,287.2577,10,595.87,-0.257,upper_boundary,high,False
TOI-5398,1.0,5.1303,-0.0531,1.5138,10,130.84,0.09,ok,ok,True
KELT-24,1.2727,2.861,0.0776,1.1628,10,96.68,0.138,ok,ok,True
OGLE-TR-132,0.9727,10.0,0.4367,0.4582,6,2259.48,0.37,upper_boundary,ok,False
HD 93963 A,1.0273,3.6747,0.0122,0.8046,10,82.08,0.11,ok,ok,True
K2-261,1.0818,9.1996,0.4694,5.5559,10,213.21,0.372,ok,ok,True
OGLE-TR-113,,,,inf,3,582.01,0.09,ok,inf,False
